time	stay	0 pax	1 pax	2 pax	3 pax	4 pax	5 pax	6 pax	7 pax	8 pax
01:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
05:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
06:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
06:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
06:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
06:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
06:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
06:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
06:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
06:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
06:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
06:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
06:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
06:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
07:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
07:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
07:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
07:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
07:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
07:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
07:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
07:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
07:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
07:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
07:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
07:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
08:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
08:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
08:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
08:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
08:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
08:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
08:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
08:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
08:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
08:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
08:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
08:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23:00	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23:05	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23:10	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23:15	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23:20	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23:25	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23:30	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23:35	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23:40	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23:45	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23:50	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23:55	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24:00	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
